course_code,course_number,course_type,course_url,credit_hours,department,department_name,description,distribution_group,grade_mode,language,long_title,prerequisites,restrictions,title
COMP 441,441,Lecture,,3,COMP,Computer Science,"Learning from large dataset is becoming a ubiquitous phenomena in all applications spanning robotics, medical decisions, internet, communication, biology, etc. Designed to give senior UG students a thorough grounding in the theory and algorithms needed for research and practical applications in machine learning for modern massive datasets. Topics draw from machine learning, classical statistics, algorithms and information theory. Graduate/Undergraduate Equivalency: COMP 542. Mutually Exclusive: Cannot register for COMP 441 if student has credit for COMP 542.",,Standard Letter,Taught in English,LARGE-SCALE MACHINE LEARNING,COMP 440 OR ELEC 440,Must be enrolled in one of the following Level(s): Undergraduate ProfessionalVisiting UndergraduateUndergraduate,LARGE-SCALE MACHINE LEARNING
COMP 442,442,Lecture,,3,COMP,Computer Science,"This course introduces students to reinforcement learning (RL), a general and impactful machine learning paradigm for solving sequential decision-making problems and designing autonomous agents. The course will cover both classical and recent algorithms for reinforcement learning (including deep RL) and imitation learning (including inverse RL). Through the assignments and final project, students will get hands-on experience in applying reinforcement learning algorithms to solve problems inspired by real-world applications. The course will conclude with an overview of open problems and ongoing research in reinforcement learning. Graduate/Undergraduate Equivalency: COMP 552.",,Standard Letter,Taught in English,REINFORCEMENT LEARNING,COMP 330,Must be enrolled in one of the following Level(s): Undergraduate ProfessionalVisiting UndergraduateUndergraduate,REINFORCEMENT LEARNING
COMP 447,447,Lecture,,3,COMP,Computer Science,"An introduction to the basic concepts, algorithms and applications in computer vision. Topics include: image processing pipelines, low-level vision/image processing methods such as filtering and edge detection, mid-level vision topics such as segmentation and feature detection, and high-level vision tasks such as object recognition and face recognition with neural networks. The course will involve programming and implementing basic computer vision algorithms in Python. Cross-list: ELEC 447, Graduate/Undergraduate Equivalency: COMP 546. Mutually Exclusive: Cannot register for COMP 447 if student has credit for COMP 345/COMP 546.",,Standard Letter,Taught in English,INTRODUCTION TO COMPUTER VISION,ELEC 242 OR ELEC 301 OR ELEC 475 OR COMP 330,Must be enrolled in one of the following Level(s): Undergraduate ProfessionalVisiting UndergraduateUndergraduate,INTRO TO COMPUTER VISION
COMP 448,448,Lecture,,3,COMP,Computer Science,"Concrete mathematics is a blend of continuous and discrete mathematics. Major topics include sums, recurrences, integer functions, elementary number theory, binomial coefficients, generating functions, discrete probability and asymptotic methods. Cross-list: MATH 448.",,Standard Letter,Taught in English,CONCRETE MATHEMATICS,(COMP 323 OR COMP 382 OR MATH 306 OR MATH 323 OR MATH 356 OR MATH 357 OR MATH 365 OR MATH 368),Must be enrolled in one of the following Level(s): Undergraduate ProfessionalVisiting UndergraduateUndergraduate,CONCRETE MATHEMATICS
COMP 449,449,Lecture/Laboratory,,4,COMP,Computer Science,"In this project-based course, student teams will complete semester-long data science research or analysis projects selected from a variety of disciplines and industries. Students will also learn best practices in data science. Cross-list: DSCI 435, Graduate/Undergraduate Equivalency: COMP 549. Recommended Prerequisite(s): COMP 341 or COMP 642 or DSCI 303 or ELEC 378 or ELEC 478 or ELEC 578 or STAT 413 or STAT 613 or COMP 440/557 or ELEC 440/557 or COMP 540 Mutually Exclusive: Cannot register for COMP 449 if student has credit for COMP 549/COMP 559.  Repeatable for Credit.",,Standard Letter,Taught in English,APPLIED MACHINE LEARNING AND DATA SCIENCE PROJECTS,,Must be enrolled in one of the following Level(s): Undergraduate ProfessionalVisiting UndergraduateUndergraduate,DATA SCIENCE PROJECTS
COMP 450,450,Lecture,,4,COMP,Computer Science,"Robots have fascinated people for generations. Today, robots are built for applications as diverse as exploring remote planets, de-mining war zones, cleaning toxic waste, assembling cars, inspecting pipes in industrial plants and mowing lawns. Robots are also interacting with humans in a variety of ways: robots are museum guides, robots assist surgeon sin life threatening operations, and robotic cars can drive us around. The field of robotics studies not only the design of new mechanisms but also the development of artificial intelligence frameworks to make these mechanism useful in the physical world, integrating computer science, engineering, mathematics and more recently biology and sociology, in a unique way. This class will present fundamental algorithmic advances that enable today’s robots to move in real environments and plan their actions. It will also explore fundamentals of the field of Artificial Intelligence through the prism of robotics. The class involves a significant programming project. Cross-list: ELEC 450, MECH 450, Graduate/Undergraduate Equivalency: COMP 550. Mutually Exclusive: Cannot register for COMP 450 if student has credit for COMP 550.",,Standard Letter,Taught in English,ALGORITHMIC AND AI-DRIVEN ROBOTICS,COMP 321 AND COMP 215,Must be enrolled in one of the following Level(s): Undergraduate ProfessionalVisiting UndergraduateUndergraduate,ALGORITHMIC AND AI-DRIVEN ROBO
COMP 451,451,Lecture,,4,COMP,Computer Science,"This course is an introduction to cyber-physical systems, engineering artifacts in which computational components interact with and typically control physical components. Some common examples of cyber-physical systems include robots, Segways and lane-departure warning, LDW, systems in automobiles. Graduate/Undergraduate Equivalency: COMP 555. Mutually Exclusive: Cannot register for COMP 451 if student has credit for COMP 555.",,Standard Letter,Taught in English,DESIGN AND ANALYSIS OF CYBER-PHYSICAL SYSTEMS,,Must be enrolled in one of the following Level(s): Undergraduate ProfessionalVisiting UndergraduateUndergraduate,DESIGN&ANALYSIS CYBER/PHYSICAL
COMP 458,458,Lecture,,3,COMP,Computer Science,"Quantum computing is an emerging field with the potential to revolutionize various industries, including cryptography, scientific computation, optimization, and machine learning. Quantum Computing Algorithms is a course designed to introduce students to the foundations and practical algorithms of quantum computing from a systems perspective to equip them for the evolving technological landscape. The course will first refresh students on required mathematical concepts in linear algebra, probabilities, and statistics. Students will also learn about fundamental quantum principles, including superposition, entanglement, reversibility, interference, and circuits. The course will then delve into advanced quantum algorithms, especially variational and parameterized codes, including search, optimization, machine learning, and quantum simulation. Students will gain hands-on experience with Python-based quantum programming languages, Cirq and Tensorflow Quantum, to program current quantum computers. Graduate/Undergraduate Equivalency: COMP 558. Mutually Exclusive: Cannot register for COMP 458 if student has credit for COMP 558.",,Standard Letter,Taught in English,QUANTUM COMPUTING ALGORITHMS,COMP 382 AND (CMOR 302 OR CMOR 303 OR MATH 355 OR MATH 354),Must be enrolled in one of the following Level(s): Undergraduate ProfessionalVisiting UndergraduateUndergraduate,QUANTUM COMPUTING ALGORITHMS
COMP 459,459,Lecture,,3,COMP,Computer Science,"This course will overview both traditional and more recent graph-based machine learning
algorithms. Graphs show up in machine learning in many forms. Oftentimes, the input data can be naturally represented as a graph, such as for relational learning tasks applied to social
networks and graph kernels applied to chemical data. Other times, graphs are just a framework to express some intrinsic structure in the data, such as for graphical models and non-linear
embedding. In both cases, recent advances in representation learning (or graph embedding)
and deep learning have generated a renewed interest in machine learning on graphs. At the end of the course, students are expected to be able to: (1) identify the appropriate graph-based machine learning algorithm for a given problem; (2) extend existing algorithms to solve new related problems; and (3) recognize some of the key research challenges in the field. The
course will be a mixture of lectures, a research paper presentation, homework assignments
(including programming), and a hands-on class project. Graduate/Undergraduate Equivalency: COMP 559. Mutually Exclusive: Cannot register for COMP 459 if student has credit for COMP 559.",,Standard Letter,Taught in English,MACHINE LEARNING WITH GRAPHS,COMP 382 AND (ELEC 303 OR STAT 310 OR ECON 307 OR STAT 312 OR STAT 315 OR DSCI 301 OR STAT 311) AND (CMOR 302 OR CMOR 303 OR MATH 354 OR MATH 355),Must be enrolled in one of the following Level(s): Undergraduate ProfessionalVisiting UndergraduateUndergraduate,MACHINE LEARNING WITH GRAPHS
COMP 460,460,Lecture/Laboratory,http://www.owlnet.rice.edu/~comp460,4,COMP,Computer Science,"This project-based class involves teams of 2-4 CS and Visual Arts students designing and building computer games suitable for Xbox Live Arcade using C# and XNA. For CS students, Comp 160 or Comp 360 is recommended as a prerequisite. For Visual Arts students, previous experience in drawing using Photoshop is suggested. Instructor Permission Required.Cross-list: ARTS 460. Mutually Exclusive: Cannot register for COMP 460 if student has credit for COMP 560.  Repeatable for Credit.",,Standard Letter,Taught in English,ADVANCED COMPUTER GAME CREATION,COMP 318,Must be enrolled in one of the following Level(s): Undergraduate ProfessionalVisiting UndergraduateUndergraduate,ADV COMPUTER GRAPHICS
COMP 461,461,Lecture,,4,COMP,Computer Science,"Robots are now a wide spectrum of various embodiments, e.g., humanoids, dogs, industrial arms, drones, and self-driving cars, and they are rapidly merging themselves into our society. While we are not fully ready to welcome them, yet, we are more than certain that we need to work with them in ways that we did not know before. On the one hand, we are still challenged by many technical problems to enable robots to be more dexterous and robust. On another hand, in a time where resources are connected and networked, we need to design novel systems to manage different robots, share the robots, or even make them autonomously and adaptively build teams. In this senior design course, we will develop team-based projects and will look into a robotized future with our imaginations: we will either solve problems that are technically going to enhance the robot skills, or address problems that will make future robots more useful and more organized in the real world.  Background in robotics is not required. In our creative projects, your efforts in developing core robot algorithms, databases, machine learning systems, web applications, mobile apps, LLM models, or anything else that can be useful, will together make this robotized world a better place.",,Standard Letter,Taught in English,SENIOR DESIGN IN A ROBOTIZED WORLD,COMP 318,Must be enrolled in one of the following Level(s): Undergraduate ProfessionalVisiting UndergraduateUndergraduate,SR DESIGN IN ROBOTIZED WORLD
COMP 462,462,Lecture,,3,COMP,Computer Science,"Robots, as seen in many different forms, can help people in various scenarios to improve the efficiency, safety, and quality of task executions. In particular, those robots which can physically interact with the world possess essential skills to engage themselves more comprehensively in the real-world tasks. For example, robots with manipulation skills can help us in factories, kitchens, hospitals, warehouses, construction sites, and even in space or on another planet. This course introduces both fundamental and state-of-the-art knowledge to let students acquire a broad understanding of modern robots. Topics including robot motions, kinematics, dynamics, simulation and Robot Operating System (ROS), hand and grasping, prehensile and nonprehensile manipulation, robot control, and interactive estimation, will be covered. Programming projects are involved to facilitate converting textbook knowledge to solid hands-on experiences. Graduate/Undergraduate Equivalency: COMP 562. Mutually Exclusive: Cannot register for COMP 462 if student has credit for COMP 562.",,Standard Letter,Taught in English,INTRODUCTION TO MODERN ROBOTICS,COMP 215 AND (ELEC 303 OR STAT 310 OR ECON 307 OR STAT 312 OR STAT 315 OR DSCI 301 OR STAT 311 OR CMOR 302 OR CMOR 303 OR MATH 354 OR MATH 355),Must be enrolled in one of the following Level(s): Undergraduate ProfessionalVisiting UndergraduateUndergraduate,INTRO TO MODERN ROBOTIC
COMP 463,463,Lecture/Laboratory,,4,COMP,Computer Science,"2D graphics techniques including fast line and curve drawing and polygon filling. 3D graphics problems including representation of solids, shading, and hidden surface elimination. Fractals, graphics standards. Graduate/Undergraduate Equivalency: COMP 560. Mutually Exclusive: Cannot register for COMP 463 if student has credit for COMP 560.",,Standard Letter,Taught in English,COMPUTER GRAPHICS,COMP 321 AND COMP 182 AND (MATH 211 OR MATH 212 OR MATH 222 OR MATH 232) AND (MATH 354 OR MATH 355 OR CAAM 334 OR CAAM 335 OR CMOR 302 OR CMOR 303),Must be enrolled in one of the following Level(s): Undergraduate ProfessionalVisiting UndergraduateUndergraduate,COMPUTER GRAPHICS
COMP 471,471,Lecture,,3,COMP,Computer Science,"The course addresses several problems in computational genomics including, but not limited to, sequence alignment, phylogeny reconstruction, phylogenomics, cancer genomics, and viral phylodynamics. In addition to learning about these biological problems, the course emphasizes the mathematical approaches used to formulate these problems mathematically and the algorithmic techniques used to solve them. For mathematical modeling, the students will be introduced to hypothesis testing, probabilistic graphical models, graph theory, and more. For inference, the students will be introduced to combinatorial optimization, maximum likelihood estimation, Bayesian Markov chain Monte Carlo, and more. This is a course about computational problem solving, with genomics being the domain from which we draw problems, rather than a course about using bioinformatics tools. Graduate/Undergraduate Equivalency: COMP 571. Mutually Exclusive: Cannot register for COMP 471 if student has credit for COMP 571.",,Standard Letter,Taught in English,MODELING AND INFERENCE IN COMPUTATIONAL GENOMICS,COMP 382 OR STAT 310,Must be enrolled in one of the following Level(s): Undergraduate ProfessionalVisiting UndergraduateUndergraduate,COMPUTATIONAL GENOMICS
COMP 474,474,Lecture,,3,COMP,Computer Science,"This course covers computational approaches, including algorithms (divide and conquer, greedy, randomized) and data structures (suffix arrays, suffix trees, de bruijn graphs) that have served as the foundation for computational analyses and real-time tracking of infectious diseases. The course is organized into four themed modules, and each module features several seminal computational advances leading to real-world applications spanning the past three decades. The students prepare written summaries of each computational advance, as well as prepare in-class presentations, to both reinforce learning and embed communication into the class. The course also features quizzes (on Canvas) and a midterm and final exam to assess learning of the key computational concepts covered in this course.",,Standard Letter,Taught in English,COMPUTATIONAL GENOMICS FOR MICROBIAL FORENSICS,COMP 382,Must be enrolled in one of the following Level(s): Undergraduate ProfessionalVisiting UndergraduateUndergraduate,COMP MICROBIAL FORENSICS
COMP 475,475,Lecture,,3,COMP,Computer Science,"The emergence of quantum computing and information science has fundamentally reshaped computer science. It introduces new quantum approaches—including algorithms, complexity theory, and protocols—for solving classical computational tasks while also defining novel computational problems motivated by physics, chemistry, materials science, and more.  This course is designed for senior undergraduates and graduate students with prior knowledge of algorithms and quantum computing. It aims to equip students with fundamental theoretical tools for designing rigorous quantum approaches to both classical and quantum computational problems, preparing them for research in the field.   The course is structured into two main parts:   1. Quantum Algorithms and Complexity for Classical Problems  ● Develop core toolkits for designing quantum algorithms for classical computational tasks.   ● Demonstrate how these toolkits can lead to algorithms that outperform classical counterparts.   ● Introduce fundamental tools in quantum complexity theory and apply them to establish the limits and advantages of various quantum computing models.   2. Quantum Algorithms and Complexity for Quantum Data   ● Build foundational knowledge of quantum information theory, including key properties and measures of quantum states and processes.   ● Learn algorithmic techniques for preparing, testing, and learning quantum states and quantum processes.   ● Study emerging quantum complexity theoretical frameworks to analyze the computational hardness of these quantum tasks.   By the end of the course, students will have a strong theoretical foundation and practical toolkits for developing quantum algorithms and analyzing hardness of classical and quantum problems, enabling them to contribute to cutting-edge research in quantum computer science. Graduate/Undergraduate Equivalency: COMP 575. Recommended Prerequisite(s): COMP 458 or ELEC 468 Mutually Exclusive: Cannot register for COMP 475 if student has credit for COMP 575.",,Standard Letter,Taught in English,TOOLKITS FOR THEORY OF QUANTUM COMPUTING SCIENCE,COMP 382,Must be enrolled in one of the following Level(s): Undergraduate ProfessionalVisiting UndergraduateUndergraduate,THEORY OF QUANTUM CS TOOLKITS
COMP 477,477,"Internship/Practicum, Laboratory, Lecture, Lecture/Laboratory, Seminar",,1 TO 4,COMP,Computer Science,Topics/requirements/credit hours may vary each semester. Contact Department for curent semester's topic(s).  Repeatable for Credit.,,Standard Letter,Taught in English,SPECIAL TOPICS,,Must be enrolled in one of the following Level(s): Undergraduate ProfessionalVisiting UndergraduateUndergraduate,SPECIAL TOPICS
COMP 480,480,Lecture,,4,COMP,Computer Science,"This course will be ideal for someone wanting to build a strong foundation in the theory and practice of algorithms for processing Big-Data. We will discuss advanced data structures and algorithms going beyond deterministic setting and emphasize the role of randomness in getting significant, often exponential, improvements in computations and memory. Graduate/Undergraduate Equivalency: COMP 580.",,Standard Letter,Taught in English,PROBABILISTIC ALGORITHMS AND DATA STRUCTURE,COMP 382,Must be enrolled in one of the following Level(s): Undergraduate ProfessionalVisiting UndergraduateUndergraduate,PROB ALGORITHM DATA STRUCTURE
COMP 481,481,Lecture,,3,COMP,Computer Science,"Finite automata, regular expressions, regular languages, pushdown automata, context-free languages, Turing machines, recursive languages, computability, and solvability. It is strongly recommended that students complete three semesters of Mathematics before enrolling in this course. Graduate/Undergraduate Equivalency: COMP 581. Mutually Exclusive: Cannot register for COMP 481 if student has credit for COMP 581.",,Standard Letter,Taught in English,"AUTOMATA, FORMAL LANGUAGES, AND COMPUTABILITY",(COMP 382 OR MATH 306 OR MATH 356),Must be enrolled in one of the following Level(s): Undergraduate ProfessionalVisiting UndergraduateUndergraduate,AUTOMATA/FORMAL LANG/COMPUTING
COMP 484,484,Lecture,,3,COMP,Computer Science,"This course provides an in-depth introduction to Natural Language Processing (NLP), a field at the intersection of computer science, artificial intelligence, and linguistics that focuses on the interaction between computers and human language. As NLP technologies continue to transform industries—from chatbots to virtual assistants—this course equips students with the foundational knowledge and practical skills necessary to understand and develop NLP applications. 
Throughout the semester, students will explore key concepts and methodologies in NLP, such as text preprocessing, language modeling, and deep learning approaches. This course will cover a wide range of NLP topics, including Tokenization, Vectorization, Word Embedding, Part-of-Speech Tagging, Named Entity Recognition, Text Classification, Language Modeling, Machine Translation, Question Answering, Deep Learning for NLP, Transformers, Large Language Models, and Advanced Topics in NLP (e.g., Interpretability, Robustness, Fairness). 
Students will engage in hands-on projects using popular NLP libraries such as NLTK, SpaCy, and Hugging Face Transformers. They will learn to preprocess text data, implement various NLP algorithms, and evaluate model performance using standard metrics. The course will also include discussions on the ethical implications of NLP, including issues related to bias, privacy, and the societal impact of language technologies. Graduate/Undergraduate Equivalency: COMP 584. Mutually Exclusive: Cannot register for COMP 484 if student has credit for COMP 584.",,Standard Letter,Taught in English,NATURAL LANGUAGE PROCESSING,COMP 341 OR COMP 441,Must be enrolled in one of the following Level(s): Undergraduate ProfessionalVisiting UndergraduateUndergraduate,NATURAL LANGUAGE PROCESSING
COMP 487,487,Lecture,,3,COMP,Computer Science,"In Computational Complexity we study the computational resources (time, space, communication, etc.) that are required to solve computational problems via various computational needs. Specifically, we are interested in classifying computational problems with classes of other problems that require similar amount of resources to solve. Graduate/Undergraduate Equivalency: COMP 587. Mutually Exclusive: Cannot register for COMP 487 if student has credit for COMP 587.",,Standard Letter,Taught in English,COMPUTATIONAL COMPLEXITY,COMP 382 OR COMP 409 OR COMP 509 OR COMP 481 OR COMP 581,Must be enrolled in one of the following Level(s): Undergraduate ProfessionalVisiting UndergraduateUndergraduate,COMPUTATIONAL COMPLEXITY
COMP 490,490,Research,,1 TO 4,COMP,Computer Science,Theoretical and experimental investigation under staff direction. Instructor Permission Required. Repeatable for Credit.,,Standard Letter,Taught in English,COMPUTER SCIENCE PROJECTS,,Must be enrolled in one of the following Level(s): Undergraduate ProfessionalVisiting UndergraduateUndergraduate,COMPUTER SCIENCE PROJECTS
COMP 491,491,Independent Study,,3,COMP,Computer Science,A combination of in-service teaching and a seminar.   Department Permission Required. Repeatable for Credit.,,Standard Letter,Taught in English,COMPUTER SCIENCE TEACHING,,Must be enrolled in one of the following Level(s): Undergraduate ProfessionalVisiting UndergraduateUndergraduate,COMPUTER SCIENCE TEACHING
COMP 496,496,Seminar,,1,COMP,Computer Science,"A seminar course to introduce students to topics in Data Science at the interface between Statistics and Computer Science. Students participate in the process of preparing, delivering and critiquing talks. Topics change each semester. Instructor Permission Required.Cross-list: STAT 496, Graduate/Undergraduate Equivalency: COMP 696. Mutually Exclusive: Cannot register for COMP 496 if student has credit for COMP 696.  Repeatable for Credit.",,Standard Letter,Taught in English,RTG CROSS-TRAINING IN DATA SCIENCE,,Must be enrolled in one of the following Level(s): Undergraduate ProfessionalVisiting UndergraduateUndergraduateMust be enrolled in one of the following Major(s): StatisticsComputer Science,RTG CROSS-TRAINING IN DATA SCI
COMP 498,498,Lecture/Laboratory,,3,COMP,Computer Science,"The course will provide the student with a mathematical introduction to many of the key ideas used in today's intelligent robot systems. The focus of the course is on the analysis and control of manipulators. The course will also give an overview of common approaches to building intelligent robot systems. Cross-list: ELEC 498, MECH 498, Graduate/Undergraduate Equivalency: COMP 598. Recommended Prerequisite(s): MECH 211 or CEVE 211 or MECH 310 Mutually Exclusive: Cannot register for COMP 498 if student has credit for COMP 598.",,Standard Letter,Taught in English,INTRODUCTION TO ROBOTICS,MATH 354 OR MATH 355 OR CAAM 335 OR CMOR 302,Must be enrolled in one of the following Level(s): Undergraduate ProfessionalVisiting UndergraduateUndergraduate,INTRODUCTION TO ROBOTICS
COMP 501,501,Lecture,,4,COMP,Computer Science,"This course focuses on the principles and practices of test-driven software development, which have been popularized under the banner of ""Extreme Programming."" To provide students with practical experience, the course engages students in the development of open source production programs written in JAVA or C#. The DRJAVA programming courses was developed by students in this course.  Some of the major topics covered in course lectures include design patterns for controlling concurrency and refactoring transformations to improve legacy code. Graduate/Undergraduate Equivalency: COMP 402. Mutually Exclusive: Cannot register for COMP 501 if student has credit for COMP 402.",,Standard Letter,Taught in English,PRODUCTION PROGRAMMING,COMP 310 OR COMP 411 OR COMP 504 OR COMP 511,Must be enrolled in one of the following Level(s): Graduate,PRODUCTION PROGRAMMING
COMP 502,502,Lecture,http://www.ece.rice.edu/~erzsebet/ANNcourse.html,3,COMP,Computer Science,"Review of major neural machine learning (Artificial Neural Network) paradigms. Analytical discussion of supervised and unsupervised neural learning algorithms and their relation to information theoretical methods. Practical applications to data analysis such as pattern recognition, clustering, classification, function approximation/regression, non-linear PCA, projection pursuit, independent component analysis, with lots of examples from image and digital processings. Details are posted at www.ece.rice.edu/~erzsebet/ANNcourse.html. Cross-list: ELEC 502, STAT 502. Recommended Prerequisite(s): ELEC 430 and ELEC 431 or equivalent or permission of instructor.",,Standard Letter,Taught in English,NEURAL MACHINE LEARNING I,,Must be enrolled in one of the following Level(s): Graduate,NEURAL MACHINE LEARNING I
COMP 503,503,Lecture,,3,COMP,Computer Science,"Our reliance on software of all forms is increasing by the day. As a result, it is more important than ever to ensure that programs function correctly and cannot be exploited by hostile adversaries. The field of formal methods takes on this challenge, developing algorithms and programming methodologies that can be used to formally reason about what happens when software executes on arbitrary inputs, often without actually executing the program. Such reasoning can be used, for example, to identify subtle bugs and vulnerabilities in programs, or to give mathematical proofs of program correctness. This is a hands-on introduction to the field of formal methods. In this class, you will learn the theoretical foundations of these systems; you will also implement a series of systems that can be used to reason about the correctness of C programs. Graduate/Undergraduate Equivalency: COMP 403. Mutually Exclusive: Cannot register for COMP 503 if student has credit for COMP 403.",,Standard Letter,Taught in English,REASONING AND SOFTWARE,(COMP 382 AND COMP 215) OR COMP 482 OR COMP 409 OR COMP 509,Must be enrolled in one of the following Level(s): Graduate,REASONING ABOUT SOFTWARE
COMP 504,504,Lecture,,3,COMP,Computer Science,Discover how stat-of-the-art object-orient programming and design techniques can create globe-spanning software systems that are both flexible and scalable. Learn how software design patterns are used in multiple programming paradigms. Explore highly decoupled systems with dynamically configurable behaviors. Highly recommended for anyone interested in building large systems and software engineering. Basic proficiency in Java is required.  Mutually Exclusive: Cannot register for COMP 504 if student has credit for COMP 310.,,Standard Letter,Taught in English,GRADUATE OBJECT-ORIENTED PROGRAMMING AND DESIGN,,Must be enrolled in one of the following Level(s): Graduate,GR OBJ-ORIENTED PROG & DESIGN
COMP 505,505,Lecture/Laboratory,,4,COMP,Computer Science,"A topics-driven exploration of cutting-edge object oriented design issues and concepts including mutable recursive data frameworks, design patterns for sorting, parsing and games, service-oriented architectures and cloud computing. Detailed knowledge and practice in abstract structure and behavioral representations, delegation model programming, design patterns and Java are required. Graduate/Undergraduate Equivalency: COMP 405. Mutually Exclusive: Cannot register for COMP 505 if student has credit for COMP 405.",,Standard Letter,Taught in English,ADVANCED TOPICS IN OBJECT-ORIENTED DESIGN,COMP 404 OR COMP 504 OR COMP 310,Must be enrolled in one of the following Level(s): Graduate,ADV TOP OBJECT/ORIENTED DESIGN
COMP 506,506,Lecture,,4,COMP,Computer Science,"Topics in the design of programming language translators, including parsing, run-time storage management, error recovery, code generation and optimization. Graduate/Undergraduate Equivalency: COMP 412. Mutually Exclusive: Cannot register for COMP 506 if student has credit for COMP 412.",,Standard Letter,Taught in English,COMPILER CONSTRUCTION FOR GRADUATE STUDENTS,,Must be enrolled in one of the following Level(s): Graduate,COMPILER CONSTRUCTION - GR
COMP 507,507,Lecture,,4,COMP,Computer Science,"This course is a graduate-level introduction to computer-aided program design, a field that studies logical and algorithmic techniques for formally verifying programs, and mechanized derivation of programs that are correct by construction. Topics covered will include classical automated program verification in particular abstract interpretation and model checking - as well as recent developments in algorithmic program synthesis.",,Standard Letter,Taught in English,COMPUTER-AIDED PROGRAM DESIGN,(COMP 482 OR ELEC 420) OR COMP 481,Must be enrolled in one of the following Level(s): Graduate,COMPUTER-AIDED PROGRAM DESIGN
COMP 508,508,Lecture/Laboratory,,3,COMP,Computer Science,"The course emphasizes the security of small embedded devices that are central to the Internet of Things (IoT) Era. We discuss the practical security attacks, challenges, constraints, and opportunities that arise in the IoT domain. Covered topics include security engineering, real world attacks, practical and side channel attacks, and hands-on lab/projects. Cross-list: ELEC 511. Repeatable for Credit.",,Standard Letter,Taught in English,DESIGN AND ANALYSIS OF SECURE EMBEDDED SYSTEMS FOR IoT ERA,,Must be enrolled in one of the following Level(s): Graduate,SECURE EMBEDDED SYS FOR IoT
COMP 509,509,Lecture,,4,COMP,Computer Science,"Logic has been called ""the calculus of computer science"". The argument is that logic plays a fundamental role in computer science, similar to that played by calculus in the physical sciences and traditional engineering disciplines. Indeed, logic plays an important role in areas of Computer Science as disparate as artificial intelligence (automated reasoning), architecture (logic gates), software engineering (specification and verification), programming languages (semantics, logic programming), databases (relational algebra and SQL), algorithms (complexity and expressiveness), and theory of computation (general notions of computability). Graduate/Undergraduate Equivalency: COMP 409. Mutually Exclusive: Cannot register for COMP 509 if student has credit for COMP 409.",,Standard Letter,Taught in English,LOGIC AND COMPUTER SCIENCE AND ARTIFICIAL INTELLIGENCE,,Must be enrolled in one of the following Level(s): Graduate,LOGIC AND CS AND AI
COMP 510,510,Lecture,,3,COMP,Computer Science,"Given their growing power in the twenty-first century, computer scientists have duties both to society and their own profession to wield that power wisely and responsibly. In this discussion-and reflection-oriented course students will apply fundamentals of moral philosophy and social responsibility to current issues in computer science. Graduate/Undergraduate Equivalency: COMP 301. Mutually Exclusive: Cannot register for COMP 510 if student has credit for COMP 301/COMP 566/COMP 604/COMP 622.",,Standard Letter,Taught in English,COMPUTER ETHICS,,Must be enrolled in one of the following Level(s): GraduateMust be enrolled in one of the following Major(s): Data ScienceComputer Science,COMPUTER ETHICS
COMP 511,511,Lecture,,4,COMP,Computer Science,"The design, definition and abstract implementation of programming languages including methods for precisely specifying syntax and semantics. Graduate/Undergraduate Equivalency: COMP 411. Mutually Exclusive: Cannot register for COMP 511 if student has credit for COMP 411.",,Standard Letter,Taught in English,PRINCIPLES OF PROGRAMMING LANGUAGES,COMP 211 OR COMP 310,Must be enrolled in one of the following Level(s): Graduate,PRINCIPLES OF PROG LANGUAGES
COMP 512,512,Lecture,http://www.cs.rice.edu/~keith/512,4,COMP,Computer Science,"Advanced topics in the design of an optimizing compiler. This course will focus on analysis and optimization of programs for uniprocessor machines, including program analysis (data-flow analysis, construction of static single-assignment form) and program transformation (redundancies, constant values, strength reduction, etc.). The course uses a variety of readings from the literature and includes an implementation project.  Recommended Prerequisite(s): COMP 412 or COMP 506.",,Standard Letter,Taught in English,ADVANCED COMPILER CONSTRUCTION,,Must be enrolled in one of the following Level(s): Graduate,ADVANCED COMPILER CONSTRUCTION
COMP 513,513,Lecture,,3,COMP,Computer Science,"A modern computer is a system with enormous complexity in both software and hardware. The course presents the principles for managing such complexity using examples from modern computing systems. It covers emergent issues from system complexity such as energy efficiency, bug finding, and heterogeneous hardware. It also covers designing experiments and writing systems papers. The course consists of lectures, student presentation of classic papers, and a final project. Cross-list: ELEC 513.",,Standard Letter,Taught in English,COMPLEXITY IN MODERN SYSTEMS,,Must be enrolled in one of the following Level(s): Graduate,COMPLEXITY IN MODERN SYSTEMS
COMP 514,514,Lecture,,3,COMP,Computer Science,"The main focus of the course will be on smooth optimization techniques, with applications in machine learning and artificial intelligence. The course will introduce the basics of algorithms on continuous optimization, starting from the classical gradient descent algorithm in convex optimization, towards more sophisticated approaches in non-convex scenarios. The course will explore the fundamental theory, algorithms, complexity and approximations in nonlinear optimization. Graduate/Undergraduate Equivalency: COMP 414. Mutually Exclusive: Cannot register for COMP 514 if student has credit for COMP 414.",,Standard Letter,Taught in English,"OPTIMIZATION: ALGORITHMS, COMPLEXITY, AND APPROXIMATIONS",,Must be enrolled in one of the following Level(s): Graduate,"ALGORITHMS, COMPLEX. & APPROX"
